season,team_id,avg_massey_rank,std_massey_rank,min_massey_rank,max_massey_rank,median_massey_rank
2021,1190,134.63,31.12,56.0,255.0,132.0
2022,1190,168.47,31.07,61.0,292.0,174.0
2023,1190,269.95,36.9,90.0,353.0,267.0
2024,1190,210.72,29.69,108.0,339.0,213.0
2003,1191,147.78,27.66,56.0,226.0,152.0
2004,1191,244.67,33.35,158.0,317.0,246.0
2005,1191,137.58,40.05,44.0,247.0,139.0
2006,1191,185.63,27.77,87.0,264.0,185.0
2007,1191,102.98,18.97,45.0,156.0,102.0
2008,1191,219.39,31.37,118.0,293.0,223.0
2009,1191,96.77,33.46,14.0,216.0,99.0
2010,1191,233.33,33.85,115.0,326.0,237.0
2011,1191,156.95,25.69,38.0,287.0,155.0
2012,1191,153.64,39.04,46.0,282.0,143.0
2013,1191,117.05,23.62,56.0,276.0,115.0
2014,1191,192.69,38.06,28.0,268.0,202.0
2015,1191,101.07,27.28,4.0,224.0,102.0
2016,1191,71.32,19.91,27.0,239.0,72.0
2017,1191,155.01,32.51,64.0,229.0,159.0
2018,1191,146.78,24.01,75.0,243.0,149.0
2019,1191,204.28,32.17,127.0,328.0,201.0
2020,1191,233.74,49.34,26.0,323.0,243.0
2021,1191,238.21,33.67,140.0,339.0,230.5
2022,1191,292.98,27.69,179.0,342.0,300.0
2023,1191,329.18,25.03,135.0,359.0,335.0
2024,1191,176.91,56.43,19.0,337.0,178.0
2003,1192,253.87,27.06,108.0,311.0,257.0
2004,1192,203.99,32.07,101.0,296.0,205.0
2005,1192,201.15,29.64,84.0,317.0,202.0
2006,1192,187.64,35.12,67.0,293.0,184.0
2007,1192,220.4,28.83,143.0,284.0,221.0
2008,1192,268.59,35.29,148.0,328.0,278.0
2009,1192,323.52,15.93,188.0,341.0,327.0
2010,1192,312.56,18.04,212.0,344.0,316.0
2011,1192,307.38,28.04,151.0,344.0,315.0
2012,1192,330.48,14.6,135.0,344.0,335.0
2013,1192,297.35,51.34,82.0,346.0,319.0
2014,1192,294.54,29.09,101.0,350.0,294.0
2015,1192,288.18,39.17,130.0,337.0,305.0
2016,1192,266.67,27.46,172.0,347.0,268.0
2017,1192,268.96,24.61,177.0,329.0,270.0
2018,1192,282.81,20.72,193.0,326.0,285.0
2019,1192,242.09,31.52,130.0,331.0,240.0
2020,1192,297.16,28.33,82.0,339.0,300.0
2021,1192,276.28,29.93,186.0,349.0,277.5
2022,1192,340.66,14.83,188.0,355.0,345.0
2023,1192,300.52,23.27,175.0,354.0,304.0
2024,1192,308.4,30.71,113.0,351.0,318.0
2003,1193,123.76,29.17,50.0,230.0,122.0
2004,1193,124.36,25.06,55.0,240.0,122.0
2005,1193,177.59,24.2,79.0,240.0,179.0
2006,1193,226.01,30.17,152.0,308.0,224.0
2007,1193,237.0,35.14,146.0,310.0,230.0
2008,1193,211.29,30.13,148.0,306.0,208.0
2009,1193,138.8,37.05,77.0,257.0,133.0
2010,1193,126.04,24.39,69.0,248.0,124.0
2011,1193,104.48,34.58,31.0,267.0,97.0
2012,1193,130.72,24.74,18.0,201.0,132.0
2013,1193,147.97,26.59,76.0,280.0,147.0
2014,1193,277.48,35.66,120.0,348.0,284.5
2015,1193,279.98,26.61,177.0,333.0,287.0
2016,1193,197.44,32.11,72.0,322.0,194.0
2017,1193,189.58,30.38,55.0,278.0,194.0
2018,1193,213.07,19.53,121.0,283.0,212.0
2019,1193,283.69,33.55,130.0,348.0,286.0
2020,1193,263.09,26.51,149.0,337.0,264.0
2021,1193,307.69,23.26,207.0,348.0,314.0
2022,1193,205.41,34.21,63.0,333.0,210.0
2023,1193,253.07,22.48,174.0,348.0,253.0
2024,1193,209.16,51.63,82.0,354.0,194.0
2003,1194,269.38,25.44,164.0,302.0,278.0
2004,1194,245.83,26.53,159.0,297.0,245.0
2005,1194,260.11,28.01,116.0,320.0,259.0
2006,1194,247.82,30.58,116.0,324.0,253.0
2007,1194,215.02,33.37,140.0,304.0,211.0
2008,1194,237.7,34.2,137.0,315.0,235.0
2009,1194,276.66,36.51,127.0,336.0,285.0
2010,1194,215.72,30.32,135.0,330.0,212.0
2011,1194,136.1,31.05,46.0,249.0,131.0
2012,1194,193.95,30.7,111.0,305.0,193.0
2013,1194,232.05,21.75,127.0,323.0,230.0
2014,1194,248.82,28.9,165.0,335.0,247.0
2015,1194,247.43,42.18,52.0,329.0,246.0
2016,1194,295.19,22.93,182.0,349.0,298.0
2017,1194,271.89,29.53,149.0,335.0,273.0
2018,1194,242.93,26.0,118.0,334.0,245.0
2019,1194,182.77,26.75,43.0,301.0,180.0
2020,1194,210.0,33.68,111.0,340.0,204.0
2021,1194,212.73,43.22,102.0,352.0,207.0
2022,1194,175.93,41.51,98.0,305.0,173.0
2023,1194,38.87,28.04,5.0,223.0,33.0
2024,1194,26.23,15.6,2.0,190.0,24.0
2008,1195,293.45,19.6,189.0,341.0,296.0
2009,1195,287.23,22.63,213.0,333.0,292.0
2010,1195,301.68,16.22,237.0,343.0,302.0
2011,1195,294.96,20.19,203.0,331.0,297.0
2012,1195,209.2,28.28,130.0,312.0,206.0
2013,1195,130.12,27.67,40.0,236.0,130.0
2014,1195,188.78,40.85,54.0,313.0,186.5
2015,1195,131.55,31.81,23.0,220.0,137.0
2016,1195,189.8,25.17,103.0,314.0,189.0
2017,1195,101.35,24.0,42.0,223.0,100.0
2018,1195,131.69,29.45,13.0,230.0,129.0
2019,1195,241.97,31.28,108.0,326.0,238.0
2020,1195,315.87,21.03,167.0,352.0,320.0
2021,1195,238.53,41.98,80.0,318.0,244.0
2022,1195,186.05,30.54,43.0,286.0,190.0
2023,1195,144.7,44.6,35.0,271.0,152.0
2024,1195,263.38,32.75,113.0,355.0,265.0
2003,1196,9.51,6.58,1.0,45.0,7.0
2004,1196,20.43,11.69,1.0,106.0,18.0
2005,1196,38.87,27.0,4.0,162.0,31.0
2006,1196,9.31,6.3,1.0,48.0,8.0
2007,1196,8.78,10.9,1.0,76.0,5.0
2008,1196,46.02,18.24,1.0,139.0,44.0
2009,1196,35.93,11.29,4.0,72.0,35.0
2010,1196,45.57,14.33,2.0,91.0,46.0
2011,1196,23.34,11.09,3.0,83.0,20.0
2012,1196,21.47,13.26,3.0,99.0,17.5
2013,1196,5.98,5.41,1.0,50.0,4.0
2014,1196,11.25,9.6,1.0,58.0,9.0
2015,1196,50.66,28.07,1.0,173.0,46.0
2016,1196,35.02,12.97,5.0,94.0,34.0
2017,1196,14.08,7.56,1.0,58.0,13.0
2018,1196,28.13,13.83,1.0,99.0,26.0
2019,1196,40.72,19.5,4.0,165.0,36.0
2020,1196,40.6,15.16,2.0,170.0,39.0
2021,1196,34.64,15.03,5.0,182.0,32.0
2022,1196,43.48,17.56,5.0,135.0,44.0
2023,1196,63.17,20.54,22.0,150.0,61.0
2024,1196,39.39,15.87,11.0,124.0,36.0
2003,1197,238.37,40.37,111.0,318.0,245.0
2004,1197,286.25,21.06,125.0,325.0,288.5
2005,1197,257.48,38.52,100.0,316.0,266.0
2006,1197,247.3,37.19,144.0,321.0,253.0
2007,1197,234.76,29.98,131.0,299.0,236.0
2008,1197,292.34,30.59,207.0,338.0,297.0
2009,1197,301.55,34.37,129.0,344.0,311.0
2010,1197,323.0,10.38,233.0,345.0,324.0
2011,1197,319.06,13.1,249.0,343.0,321.0
2012,1197,326.99,9.81,296.0,344.0,326.0
2013,1197,326.9,10.18,257.0,345.0,330.0
2014,1197,299.83,18.59,230.0,351.0,301.0
2015,1197,349.03,4.94,299.0,351.0,350.0
2016,1197,346.68,5.07,313.0,351.0,349.0
2017,1197,345.67,4.85,292.0,351.0,347.0
2018,1197,340.3,7.95,261.0,351.0,342.0
2019,1197,321.19,16.17,169.0,350.0,324.0
2020,1197,302.9,25.93,228.0,348.0,307.0
2021,1197,281.32,31.42,123.0,351.0,283.0
2022,1197,311.26,18.27,198.0,352.0,313.0
2023,1197,353.7,11.76,145.0,363.0,357.0
2024,1197,334.9,25.49,170.0,362.0,343.0
2003,1198,247.81,25.74,147.0,294.0,252.0
2004,1198,300.98,15.93,154.0,321.0,305.0
2005,1198,194.68,39.28,64.0,315.0,197.0
2006,1198,255.45,32.06,132.0,307.0,263.0
2007,1198,261.48,24.69,155.0,316.0,262.0
2008,1198,263.87,24.22,197.0,323.0,263.0
2009,1198,246.54,25.54,170.0,315.0,248.0
2010,1198,296.38,15.31,226.0,337.0,298.0
2011,1198,269.13,24.03,95.0,322.0,273.0
2012,1198,253.0,31.67,72.0,341.0,256.0
2013,1198,190.29,36.26,57.0,332.0,185.0
2014,1198,225.45,32.36,107.0,308.0,226.0
2015,1198,237.44,30.45,117.0,319.0,238.0
2016,1198,234.3,30.26,109.0,322.0,234.0
2017,1198,295.09,31.02,183.0,347.0,296.0
2018,1198,261.54,31.1,174.0,350.0,260.0
2019,1198,201.63,28.51,95.0,314.0,203.0
2020,1198,168.39,23.29,66.0,281.0,166.0
2021,1198,237.32,59.78,64.0,342.0,251.5
2022,1198,221.47,37.8,68.0,331.0,228.0
2023,1198,234.76,41.76,119.0,345.0,230.0
2024,1198,270.03,27.12,124.0,341.0,274.0
2003,1199,76.97,20.58,7.0,132.0,78.0
2004,1199,37.75,18.29,4.0,163.0,35.0
2005,1199,105.0,30.74,28.0,222.0,106.0
2006,1199,45.66,18.03,9.0,112.0,43.0
2007,1199,33.97,11.37,10.0,82.0,34.0
2008,1199,62.35,19.95,8.0,161.0,61.0
2009,1199,33.93,19.87,7.0,214.0,28.0
2010,1199,31.79,9.87,10.0,76.0,31.0
2011,1199,45.45,14.74,19.0,133.0,42.0
2012,1199,35.48,19.11,8.0,114.0,30.0
2013,1199,83.51,27.41,12.0,269.0,80.0
2014,1199,45.31,16.94,11.0,111.0,44.0
2015,1199,115.76,32.51,21.0,242.0,113.5
2016,1199,52.29,15.92,19.0,158.0,49.0
2017,1199,16.88,9.32,2.0,69.0,15.0
2018,1199,29.4,10.65,1.0,86.0,28.0
2019,1199,19.53,6.75,4.0,55.0,18.0
2020,1199,15.17,8.5,2.0,118.0,14.0
2021,1199,20.11,13.72,1.0,175.0,17.0
2022,1199,73.44,28.2,9.0,153.0,77.0
2023,1199,194.3,48.59,53.0,342.0,191.0
2024,1199,92.94,25.38,37.0,267.0,86.0
2003,1200,279.91,20.9,205.0,319.0,283.0
2004,1200,238.49,33.06,123.0,315.0,243.0
2005,1200,186.15,28.6,70.0,269.0,186.0
2006,1200,161.03,32.85,74.0,285.0,155.0
2007,1200,125.92,23.58,79.0,240.0,124.0
2008,1200,160.53,25.33,68.0,241.0,161.0
2009,1200,310.2,25.72,173.0,343.0,317.0
2010,1200,307.47,23.36,165.0,341.0,312.0
2011,1200,247.62,39.58,134.0,332.0,253.0
2012,1200,241.82,34.39,123.0,337.0,238.0
2013,1200,255.36,32.87,101.0,345.0,254.0
2014,1200,197.63,32.71,37.0,288.0,202.0
2015,1200,243.82,30.86,130.0,330.0,247.0
2016,1200,147.39,35.1,44.0,267.0,150.0
2017,1200,208.2,30.26,130.0,307.0,206.0
2018,1200,248.83,25.21,138.0,324.0,249.0
2019,1200,233.56,32.58,96.0,319.0,236.0
2020,1200,252.27,37.77,60.0,319.0,259.0
2021,1200,287.69,41.02,132.0,357.0,296.0
2022,1200,194.26,31.71,106.0,330.0,191.0
2023,1200,120.92,39.7,23.0,246.0,120.0
2024,1200,194.0,30.74,95.0,282.0,192.0
2003,1201,71.58,26.03,17.0,183.0,68.0
2004,1201,109.48,42.13,28.0,318.0,102.0
2005,1201,113.34,35.07,14.0,263.0,114.5
2006,1201,125.17,20.32,69.0,196.0,126.0
2007,1201,84.32,19.94,18.0,160.0,85.0
2008,1201,176.65,32.59,96.0,248.0,177.0
2009,1201,214.38,26.38,144.0,333.0,213.0
2010,1201,163.04,27.16,87.0,263.0,163.0
2011,1201,198.84,25.71,143.0,315.0,196.0
2012,1201,188.84,25.64,53.0,251.0,188.0
2013,1201,162.23,35.32,59.0,306.0,161.0
2014,1201,139.55,26.89,57.0,246.0,136.0
2015,1201,210.71,40.08,63.0,346.0,209.0
2016,1201,116.83,19.98,50.0,212.0,117.0
2017,1201,133.61,35.37,69.0,289.0,126.0
2018,1201,85.72,14.9,44.0,155.0,85.0
2019,1201,67.96,15.83,13.0,143.0,67.0
2020,1201,172.48,44.08,75.0,298.0,166.0
2021,1201,197.7,36.24,105.0,342.0,193.0
2022,1201,84.42,25.96,12.0,330.0,81.0
2023,1201,175.67,43.06,65.0,347.0,168.0
2024,1201,205.11,34.4,88.0,306.0,204.0
2003,1202,240.36,24.49,134.0,295.0,241.0
2004,1202,180.55,31.05,98.0,313.0,179.0
2005,1202,175.2,21.78,95.0,274.0,176.5
2006,1202,205.17,34.68,118.0,316.0,200.0
2007,1202,190.98,19.03,85.0,263.0,192.0
2008,1202,301.58,21.09,192.0,337.0,303.0
2009,1202,327.02,17.21,220.0,347.0,331.0
2010,1202,238.56,28.75,115.0,334.0,243.0
2011,1202,126.47,38.64,61.0,301.0,116.0
2012,1202,224.96,23.92,93.0,308.0,229.0
2013,1202,327.58,17.34,198.0,347.0,333.0
2014,1202,323.02,22.14,219.0,350.0,329.0
2015,1202,302.64,22.74,170.0,348.0,306.0
2016,1202,200.18,38.34,117.0,318.0,189.0
2017,1202,132.61,36.5,56.0,296.0,125.0
2018,1202,104.07,19.7,57.0,224.0,103.0
2019,1202,75.43,26.77,9.0,171.0,72.0
2020,1202,74.21,17.53,12.0,137.0,74.0
2021,1202,87.52,23.5,26.0,241.0,87.0
2022,1202,94.6,22.63,25.0,226.0,96.0
2023,1202,103.96,24.24,26.0,213.0,101.0
2024,1202,162.92,36.29,44.0,277.0,157.0
2003,1203,143.88,37.71,48.0,218.0,153.0
2004,1203,73.93,20.74,5.0,181.0,70.5
2005,1203,46.18,24.35,6.0,184.0,46.0
2006,1203,23.98,16.78,4.0,102.0,20.0
2007,1203,78.73,14.49,49.0,162.0,79.0
2008,1203,192.4,35.84,69.0,294.0,194.5
2009,1203,184.7,47.87,48.0,271.0,196.0
2010,1203,114.47,20.19,41.0,198.0,114.0
2011,1203,181.78,45.75,96.0,310.0,172.0
2012,1203,183.69,32.89,37.0,265.0,184.0
2013,1203,140.91,34.07,65.0,311.0,134.0
2014,1203,45.75,18.75,9.0,159.0,42.0
2015,1203,59.45,19.03,17.0,135.0,57.0
2016,1203,50.98,15.64,5.0,109.0,52.0
2017,1203,127.55,29.59,31.0,271.0,126.0
2018,1203,178.62,28.72,92.0,268.0,180.0
2019,1203,258.19,29.01,157.0,335.0,258.0
2020,1203,224.72,29.81,153.0,342.0,218.0
2021,1203,241.81,34.65,146.0,346.0,241.0
2022,1203,248.02,31.0,131.0,323.0,248.0
2023,1203,200.68,23.95,98.0,289.0,201.0
2024,1203,151.19,46.6,17.0,288.0,151.0
2003,1204,214.32,26.5,139.0,292.0,210.5
2004,1204,115.8,32.83,30.0,246.0,114.0
2005,1204,188.36,42.68,96.0,310.0,176.0
2006,1204,141.81,25.93,58.0,251.0,141.0
2007,1204,207.38,32.8,106.0,283.0,212.0
2008,1204,120.71,27.43,43.0,211.0,121.0
2009,1204,249.48,53.82,56.0,337.0,254.5
2010,1204,293.37,19.78,182.0,332.0,296.0
2011,1204,331.56,13.94,248.0,345.0,336.0
2012,1204,245.77,32.8,112.0,344.0,246.0
2013,1204,269.76,22.04,147.0,336.0,273.0
2014,1204,291.02,21.34,180.0,344.0,295.0
2015,1204,152.27,43.14,37.0,308.0,144.0
2016,1204,248.49,40.48,121.0,331.0,244.0
2017,1204,154.4,33.74,84.0,278.0,151.0
2018,1204,134.06,27.24,47.0,210.0,136.5
2019,1204,114.57,20.0,10.0,183.0,117.0
2020,1204,154.72,22.04,92.0,249.0,153.0
2021,1204,226.55,36.37,101.0,333.0,229.0
2022,1204,221.0,38.26,72.0,298.0,231.0
2023,1204,230.27,35.04,146.0,353.0,220.0
2024,1204,315.7,28.12,183.0,362.0,319.0
2003,1205,286.94,17.96,215.0,323.0,289.0
2004,1205,282.3,17.68,121.0,317.0,285.0
2005,1205,156.22,48.18,13.0,298.0,167.0
2006,1205,208.54,50.45,65.0,309.0,217.5
2007,1205,281.56,21.91,200.0,326.0,285.0
2008,1205,219.61,31.59,90.0,321.0,218.5
2009,1205,226.03,34.23,109.0,301.0,231.0
2010,1205,312.74,28.38,126.0,347.0,322.0
2011,1205,269.7,29.01,122.0,332.0,275.0
2012,1205,258.95,25.25,150.0,321.0,259.0
2013,1205,193.05,35.86,78.0,312.0,194.0
2014,1205,241.85,25.96,159.0,322.0,243.0
2015,1205,187.89,36.38,30.0,296.0,190.0
2016,1205,221.09,22.57,122.0,287.0,222.0
2017,1205,203.2,30.21,88.0,302.0,204.0
2018,1205,258.94,26.12,118.0,329.0,262.0
2019,1205,182.88,32.31,3.0,305.0,183.0
2020,1205,237.61,34.96,95.0,335.0,240.0
2021,1205,217.91,41.5,106.0,340.0,216.0
2022,1205,200.39,33.74,126.0,322.0,198.0
2023,1205,208.82,38.99,92.0,347.0,206.0
2024,1205,216.76,33.63,134.0,319.0,211.0
2003,1206,121.65,27.05,49.0,224.0,122.0
2004,1206,87.71,21.47,27.0,174.0,88.0
2005,1206,158.04,30.64,50.0,268.0,157.0
2006,1206,51.31,23.05,5.0,140.0,46.0
2007,1206,113.82,22.0,53.0,177.0,116.0
2008,1206,77.22,19.79,21.0,161.0,76.0
2009,1206,79.35,16.54,25.0,156.0,80.0
2010,1206,130.57,21.08,78.0,207.0,130.0
2011,1206,47.52,26.47,8.0,161.0,41.0
2012,1206,105.64,32.38,23.0,326.0,101.0
2013,1206,123.97,28.6,36.0,212.0,127.0
2014,1206,154.84,27.85,50.0,275.0,152.0
2015,1206,198.91,32.07,124.0,319.0,197.0
2016,1206,197.69,23.69,116.0,271.0,197.0
2017,1206,122.47,34.13,69.0,283.0,113.0
2018,1206,207.66,25.82,94.0,276.0,207.0
2019,1206,152.48,29.81,56.0,269.0,146.0
2020,1206,131.59,37.47,22.0,204.0,137.0
2021,1206,157.31,30.77,102.0,310.0,153.0
2022,1206,119.61,23.09,34.0,218.0,117.0
2023,1206,130.41,23.2,72.0,271.0,129.0
2024,1206,90.86,21.5,18.0,179.0,95.0
2003,1207,68.06,34.45,2.0,169.0,67.5
2004,1207,88.93,38.43,14.0,279.0,83.0
2005,1207,59.06,30.64,17.0,295.0,54.0
2006,1207,30.37,18.78,4.0,96.0,23.0
2007,1207,26.83,20.97,1.0,119.0,20.0
2008,1207,11.42,7.83,2.0,75.0,9.0
2009,1207,29.0,20.76,1.0,122.0,22.0
2010,1207,15.3,7.16,2.0,58.0,14.0
2011,1207,13.07,7.35,1.0,55.0,12.0
2012,1207,18.57,10.57,6.0,154.0,16.0
2013,1207,25.61,15.09,1.0,75.0,22.0
2014,1207,52.07,17.02,6.0,138.0,54.0
2015,1207,30.89,14.01,13.0,141.0,26.0
2016,1207,74.86,26.03,16.0,189.0,72.0
2017,1207,69.41,25.04,11.0,201.0,64.0
2018,1207,99.97,20.91,48.0,222.0,98.0
2019,1207,84.52,21.16,20.0,203.0,81.0
2020,1207,57.1,17.81,20.0,228.0,55.0
2021,1207,111.84,34.96,19.0,242.0,106.0
2022,1207,174.28,44.92,44.0,303.0,176.0
2023,1207,208.78,42.25,61.0,313.0,209.0
2024,1207,185.17,35.17,30.0,322.0,181.0
2003,1208,19.26,16.12,1.0,102.0,14.0
2004,1208,79.98,35.2,12.0,283.0,72.5
2005,1208,169.06,47.02,36.0,285.0,174.0
2006,1208,82.85,23.19,26.0,214.0,80.0
2007,1208,49.6,16.17,7.0,113.0,48.0
2008,1208,107.85,29.7,20.0,213.0,106.0
2009,1208,165.64,37.16,66.0,290.0,167.0
2010,1208,106.29,29.41,27.0,220.0,98.0
2011,1208,55.75,21.07,14.0,142.0,51.0
2012,1208,112.85,25.78,26.0,250.0,112.0
2013,1208,141.6,45.11,58.0,293.0,131.0
2014,1208,123.77,48.43,35.0,330.0,111.0
2015,1208,42.93,17.09,13.0,174.0,39.0
2016,1208,72.51,18.75,7.0,173.0,71.0
2017,1208,59.81,14.29,34.0,142.0,56.0
2018,1208,66.47,16.25,1.0,145.0,65.0
2019,1208,112.88,28.46,32.0,236.0,111.0
2020,1208,91.49,21.32,21.0,168.0,92.0
2021,1208,87.8,18.3,23.0,150.0,88.0
2022,1208,196.99,39.74,82.0,320.0,196.0
2023,1208,117.32,27.89,49.0,229.0,113.0
2024,1208,86.11,25.92,24.0,207.0,85.0
2003,1209,228.3,24.72,138.0,291.0,229.0
2004,1209,122.76,30.44,62.0,249.0,119.0
2005,1209,197.92,30.12,77.0,308.0,198.0
2006,1209,240.39,28.01,111.0,294.0,245.0
2007,1209,233.43,19.84,159.0,294.0,233.0
2008,1209,270.71,21.55,193.0,325.0,273.0
2009,1209,261.87,31.56,158.0,332.0,264.0
2010,1209,217.74,20.55,140.0,279.0,218.0
2011,1209,217.82,26.11,115.0,342.0,217.0
2012,1209,125.01,39.76,46.0,300.0,119.0
2013,1209,202.89,35.5,64.0,310.0,206.0
2014,1209,128.52,58.17,38.0,330.0,107.5
2015,1209,91.95,22.94,29.0,201.0,93.0
2016,1209,150.94,41.63,37.0,310.0,161.0
2017,1209,133.71,25.68,48.0,293.0,130.0
2018,1209,129.38,26.65,52.0,246.0,126.0
2019,1209,105.04,25.03,43.0,180.0,108.0
2020,1209,113.53,22.89,58.0,266.0,112.0
2021,1209,113.88,31.4,10.0,228.0,115.0
2022,1209,183.04,47.73,50.0,327.0,178.0
2023,1209,248.38,37.75,128.0,336.0,252.0
2024,1209,220.7,32.03,119.0,320.0,219.0
2003,1210,65.53,22.22,19.0,148.0,64.0
2004,1210,9.87,6.88,1.0,56.0,9.0
2005,1210,25.55,15.41,2.0,109.0,25.0
2006,1210,107.12,33.06,13.0,236.0,107.0
2007,1210,35.38,13.57,8.0,108.0,35.0
2008,1210,79.45,23.68,13.0,152.0,79.0
2009,1210,113.37,35.89,22.0,254.0,110.0
2010,1210,36.02,14.75,8.0,125.0,33.0
2011,1210,119.12,32.59,33.0,213.0,121.0
2012,1210,145.29,33.97,63.0,243.0,150.0
2013,1210,92.73,20.84,26.0,182.0,92.0
2014,1210,116.49,22.96,44.0,206.0,115.0
2015,1210,92.35,26.66,10.0,210.0,91.0
2016,1210,62.42,15.94,29.0,170.0,60.0
2017,1210,91.94,32.58,28.0,225.0,85.0
2018,1210,125.8,31.34,39.0,245.0,119.5
2019,1210,98.84,26.55,23.0,182.0,98.0
2020,1210,92.51,26.38,25.0,229.0,89.0
2021,1210,61.05,24.84,9.0,228.0,59.0
2022,1210,141.34,39.01,42.0,266.0,142.0
2023,1210,151.14,36.26,37.0,249.0,147.0
2024,1210,121.47,23.67,58.0,241.0,120.0
2003,1211,43.22,11.41,21.0,107.0,40.0
2004,1211,9.62,7.22,2.0,69.0,8.0
2005,1211,17.6,13.13,3.0,144.0,14.0
2006,1211,15.53,8.8,4.0,50.0,13.0
2007,1211,45.68,15.69,5.0,102.0,47.0
2008,1211,26.97,8.25,7.0,68.0,26.0
2009,1211,19.28,13.47,1.0,107.0,17.0
2010,1211,30.23,14.37,7.0,80.0,27.0
2011,1211,52.89,20.05,9.0,154.0,50.0
2012,1211,25.66,12.04,4.0,99.0,24.0
2013,1211,7.94,4.88,1.0,37.0,7.0
2014,1211,21.54,8.25,1.0,55.0,22.0
2015,1211,6.04,2.92,1.0,26.0,6.0
2016,1211,31.92,13.43,1.0,77.0,31.0
2017,1211,4.74,4.98,1.0,43.0,3.0
2018,1211,14.56,8.68,1.0,73.0,12.0
2019,1211,4.48,3.83,1.0,32.0,3.0
2020,1211,6.67,9.12,1.0,130.0,4.0
2021,1211,1.5,1.6,1.0,22.0,1.0
2022,1211,4.03,5.36,1.0,39.0,2.0
2023,1211,10.6,6.52,1.0,64.0,9.0
2024,1211,29.14,18.35,1.0,193.0,23.0
2003,1212,295.7,18.4,182.0,326.0,297.0
2004,1212,296.81,20.43,151.0,323.0,301.0
2005,1212,276.52,39.65,85.0,327.0,290.0
2006,1212,277.36,27.89,190.0,329.0,282.0
2007,1212,286.66,27.24,198.0,335.0,287.0
2008,1212,328.52,16.59,206.0,341.0,334.0
2009,1212,335.53,12.87,184.0,346.0,339.0
2010,1212,334.75,14.88,266.0,346.0,340.0
2011,1212,328.35,16.61,231.0,345.0,334.0
2012,1212,338.38,12.67,225.0,345.0,343.0
2013,1212,343.6,21.68,68.0,347.0,347.0
2014,1212,344.93,22.08,80.0,351.0,351.0
2015,1212,347.89,9.49,231.0,351.0,351.0
2016,1212,336.98,24.68,117.0,351.0,346.0
2017,1212,328.26,18.58,216.0,351.0,333.0
2018,1212,293.8,30.08,182.0,349.0,299.0
2019,1212,279.71,24.69,192.0,335.0,283.0
2020,1212,287.83,28.03,86.0,344.0,292.0
2021,1212,293.3,28.08,173.0,341.0,299.5
2022,1212,311.98,17.8,216.0,352.0,314.0
2023,1212,197.88,42.43,99.0,329.0,196.0
2024,1212,300.49,39.41,84.0,361.0,306.0
2014,1213,248.69,35.65,149.0,350.0,242.0
2015,1213,245.88,26.7,154.0,303.0,248.0
2016,1213,113.83,44.19,26.0,275.0,109.0
2017,1213,158.46,29.71,69.0,256.0,161.0
2018,1213,122.67,24.42,58.0,228.0,119.0
2019,1213,114.99,26.69,43.0,248.0,113.0
2020,1213,238.95,30.39,123.0,348.0,241.0
2021,1213,132.06,32.16,62.0,251.0,129.0
2022,1213,98.96,19.56,49.0,172.0,100.0
2023,1213,110.95,19.8,31.0,292.0,109.0
2024,1213,51.44,22.85,4.0,164.0,53.0
2003,1214,176.77,51.81,32.0,287.0,181.5
2004,1214,267.8,18.57,190.0,322.0,272.0
2005,1214,244.78,39.67,83.0,315.0,248.0
2006,1214,273.72,28.82,146.0,322.0,278.0
2007,1214,251.35,25.0,184.0,313.0,255.0
2008,1214,158.86,42.96,56.0,316.0,150.0
2009,1214,242.77,39.02,52.0,326.0,248.0
2010,1214,271.43,28.87,178.0,345.0,277.0
2011,1214,149.79,49.01,34.0,292.0,145.0
2012,1214,286.7,28.32,100.0,339.0,293.0
2013,1214,288.15,25.51,166.0,346.0,285.0
2014,1214,223.99,26.7,123.0,316.0,224.0
2015,1214,276.22,28.04,152.0,343.0,282.0
2016,1214,227.21,36.57,94.0,328.0,229.0
2017,1214,308.93,21.36,160.0,348.0,314.0
2018,1214,275.96,27.78,169.0,333.0,277.0
2019,1214,250.33,39.04,144.0,351.0,247.0
2020,1214,301.78,29.86,120.0,348.0,308.5
2021,1214,302.61,25.65,81.0,350.0,306.0
2022,1214,329.21,12.15,203.0,355.0,331.0
2023,1214,339.5,11.23,279.0,360.0,341.0
2024,1214,337.58,17.85,222.0,362.0,341.0
2003,1216,208.21,29.94,98.0,290.0,212.0
2004,1216,254.5,33.86,50.0,306.0,262.0
2005,1216,281.69,23.52,167.0,323.0,288.0
2006,1216,267.74,24.85,177.0,317.0,270.0
2007,1216,224.22,31.29,96.0,288.0,235.0
2008,1216,225.65,24.17,166.0,323.0,225.0
2009,1216,284.34,34.67,135.0,336.0,293.0
2010,1216,306.14,21.74,187.0,342.0,309.0
2011,1216,277.34,24.58,188.0,342.0,277.0
2012,1216,324.39,14.66,253.0,345.0,326.0
2013,1216,207.65,33.24,99.0,318.0,207.0
2014,1216,252.42,25.68,169.0,338.0,253.0
2015,1216,239.06,33.53,137.0,345.0,241.0
2016,1216,318.01,20.52,207.0,348.0,323.0
2017,1216,319.25,17.01,203.0,350.0,324.0
2018,1216,246.85,47.34,151.0,340.0,234.0
2019,1216,204.68,25.91,148.0,325.0,200.0
2020,1216,264.21,36.05,126.0,352.0,260.0
2021,1216,203.33,30.73,124.0,317.0,201.5
2022,1216,295.9,31.75,171.0,356.0,297.0
