season,team_id,Games,Wins,WinPct,PointsScored_mean,PointsScored_std,PointsAllowed_mean,PointsAllowed_std,FGM_mean,FGA_mean,FGM3_mean,FGA3_mean,FTM_mean,FTA_mean,OR_mean,DR_mean,Ast_mean,TO_mean,Stl_mean,Blk_mean,data_quality,FGPct,FG3Pct,FTPct,RebMargin,AssistToTurnover,ScoringMargin,Possessions,Pace,eFG_Pct,OffRating,DefRating,NetRating,AssistPct,advanced_stats_quality
2008,1111,30.0,17.0,0.5666666666666667,71.06666666666666,12.588810941448772,69.0,10.484800164178553,25.2,53.2,7.566666666666666,19.633333333333333,13.1,19.133333333333333,9.833333333333334,24.966666666666665,13.5,15.133333333333333,6.1,4.733333333333333,valid,0.47368421052631576,0.3853989813242784,0.6846689895470384,34.8,0.8920704845814978,2.066666666666663,66.53918032462818,66.54,0.54,106.8,103.7,3.11,53.57,valid
2009,1111,30.0,12.0,0.4,74.8,12.3495078779515,77.8,11.760248648555951,25.433333333333334,56.833333333333336,7.466666666666667,20.233333333333334,16.466666666666665,23.366666666666667,13.066666666666666,25.666666666666668,12.666666666666666,17.7,6.033333333333333,3.3333333333333335,valid,0.4475073313782991,0.3690280065897858,0.7047075606276747,38.733333333333334,0.7156308851224106,-3.0,74.00052908962053,74.0,0.51,101.08,105.13,-4.05,49.8,valid
2010,1111,31.0,20.0,0.6451612903225806,73.25806451612904,13.446109082644154,68.96774193548387,11.591617290000972,24.838709677419356,52.45161290322581,7.129032258064516,18.032258064516128,16.451612903225808,22.0,10.774193548387096,27.161290322580644,11.193548387096774,15.03225806451613,5.387096774193548,2.903225806451613,valid,0.4735547355473555,0.39534883720930236,0.747800586510264,37.935483870967744,0.7446351931330472,4.290322580645167,65.90441565987342,65.9,0.54,111.16,104.65,6.51,45.06,valid
2011,1111,29.0,14.0,0.4827586206896552,71.48275862068965,8.846390263246086,73.34482758620689,9.532934872883613,24.93103448275862,55.41379310344828,6.137931034482759,18.344827586206897,15.482758620689655,21.724137931034484,10.172413793103448,23.20689655172414,10.137931034482758,12.689655172413794,5.655172413793103,2.6551724137931036,valid,0.44990665836963284,0.33458646616541354,0.7126984126984126,33.37931034482759,0.7989130434782608,-1.8620689655172384,67.72387748848422,67.72,0.51,105.55,108.3,-2.75,40.66,valid
2012,1111,29.0,11.0,0.3793103448275862,67.24137931034483,12.237691111637128,70.89655172413794,9.943931486037844,23.586206896551722,53.58620689655172,6.517241379310345,18.93103448275862,13.551724137931034,20.551724137931036,10.275862068965518,23.862068965517242,11.758620689655173,14.172413793103448,5.517241379310345,3.689655172413793,valid,0.44015444015444016,0.34426229508196726,0.6593959731543624,34.13793103448276,0.829683698296837,-3.6551724137931103,68.11934505800713,68.12,0.5,98.71,104.08,-5.37,49.85,valid
2013,1111,29.0,13.0,0.4482758620689655,70.82758620689656,10.89255632306905,72.96551724137932,11.124242377479302,24.75862068965517,56.44827586206897,6.448275862068965,17.689655172413794,14.862068965517242,21.413793103448278,10.655172413793103,23.689655172413794,11.275862068965518,13.448275862068966,6.379310344827586,3.6206896551724137,valid,0.43860720830788025,0.3645224171539961,0.6940418679549114,34.3448275862069,0.8384615384615385,-2.1379310344827616,68.96786119648996,68.97,0.5,102.7,105.8,-3.1,45.54,valid
2014,1111,26.0,5.0,0.19230769230769232,64.15384615384616,9.918436601369422,72.34615384615384,9.967717121557204,22.423076923076923,56.0,4.653846153846154,15.846153846153847,14.653846153846153,23.03846153846154,12.807692307692308,22.115384615384617,9.807692307692308,12.576923076923077,6.0,2.576923076923077,valid,0.40041208791208793,0.29368932038834955,0.6360601001669448,34.92307692307693,0.779816513761468,-8.19230769230768,68.742006242473,68.74,0.44,93.33,105.24,-11.92,43.74,valid
2015,1111,29.0,12.0,0.41379310344827586,63.48275862068966,11.34088901042586,70.10344827586206,12.315335467811227,21.96551724137931,55.241379310344826,6.413793103448276,20.275862068965516,13.137931034482758,18.551724137931036,11.379310344827585,23.448275862068964,10.96551724137931,13.724137931034482,4.206896551724138,2.103448275862069,valid,0.3976279650436954,0.3163265306122449,0.7081784386617099,34.82758620689655,0.7989949748743719,-6.620689655172406,68.12940735372305,68.13,0.46,93.18,102.9,-9.72,49.92,valid
2016,1111,31.0,9.0,0.2903225806451613,70.54838709677419,11.283730794606955,77.35483870967742,10.591028867542484,23.193548387096776,57.903225806451616,8.258064516129032,23.225806451612904,15.903225806451612,22.612903225806452,12.67741935483871,24.096774193548388,11.548387096774194,14.903225806451612,4.096774193548387,3.3225806451612905,valid,0.4005571030640669,0.3555555555555555,0.7032810271041369,36.774193548387096,0.774891774891775,-6.806451612903231,72.37917164088148,72.38,0.47,97.47,106.87,-9.4,49.79,valid
2017,1111,28.0,7.0,0.25,70.46428571428571,9.953529591192828,77.53571428571429,11.615705022709692,23.892857142857142,58.82142857142857,7.964285714285714,24.392857142857142,14.714285714285714,21.785714285714285,11.214285714285714,25.392857142857142,12.75,13.928571428571429,5.035714285714286,2.7857142857142856,valid,0.40619307832422585,0.3265007320644217,0.6754098360655738,36.607142857142854,0.9153846153846154,-7.071428571428584,73.52839204381095,73.53,0.47,95.83,105.45,-9.62,53.36,valid
2018,1111,31.0,13.0,0.41935483870967744,73.87096774193549,12.459914219832786,76.03225806451613,13.156706454549436,25.35483870967742,59.38709677419355,8.516129032258064,25.580645161290324,14.64516129032258,21.870967741935484,11.193548387096774,26.258064516129032,11.870967741935484,13.516129032258064,5.451612903225806,3.3225806451612905,valid,0.4269418794133623,0.3329129886506935,0.6696165191740413,37.45161290322581,0.8782816229116945,-2.1612903225806406,71.80328515989987,71.8,0.5,102.88,105.89,-3.01,46.82,valid
2019,1111,29.0,8.0,0.27586206896551724,77.3103448275862,10.053796185222284,81.13793103448276,6.833343345741396,26.413793103448278,59.724137931034484,8.620689655172415,25.03448275862069,15.862068965517242,22.103448275862068,9.448275862068966,24.96551724137931,11.89655172413793,13.172413793103448,5.137931034482759,2.793103448275862,valid,0.4422632794457275,0.34435261707988984,0.717628705148206,34.41379310344828,0.9031413612565444,-3.827586206896555,73.73359283857326,73.73,0.51,104.85,110.04,-5.19,45.04,valid
2020,1111,31.0,16.0,0.5161290322580645,67.19354838709677,9.700238329851176,68.0,11.567194992737006,23.0,54.064516129032256,6.290322580645161,20.838709677419356,14.903225806451612,22.258064516129032,9.483870967741936,25.096774193548388,11.258064516129032,13.35483870967742,7.225806451612903,2.2580645161290325,valid,0.42541766109785206,0.3018575851393189,0.6695652173913044,34.58064516129032,0.8429951690821256,-0.8064516129032313,67.60995646299074,67.61,0.48,99.38,100.58,-1.19,48.95,valid
2021,1111,24.0,13.0,0.5416666666666666,68.16666666666667,12.317067221036671,68.25,7.8088578466742,23.208333333333332,57.291666666666664,8.208333333333334,25.166666666666668,13.541666666666666,18.916666666666668,8.875,22.041666666666668,11.333333333333334,11.125,7.541666666666667,3.1666666666666665,valid,0.4050909090909091,0.326158940397351,0.7158590308370043,30.916666666666668,1.0187265917602997,-0.0833333333333286,65.55446709824655,65.55,0.48,103.98,104.11,-0.13,48.83,valid
2022,1111,30.0,16.0,0.5333333333333333,65.0,8.254570311923136,64.8,8.60793539265589,23.333333333333332,56.96666666666667,8.133333333333333,24.433333333333334,10.2,15.3,7.7,22.766666666666666,12.0,9.766666666666667,5.4,1.9666666666666666,valid,0.4095962551199532,0.3328785811732605,0.6666666666666666,30.466666666666665,1.228668941979522,0.20000000000000284,63.65989292655558,63.66,0.48,102.11,101.79,0.31,51.43,valid
2023,1111,29.0,13.0,0.4482758620689655,65.62068965517241,9.340441229649269,66.13793103448276,10.32238945874118,23.896551724137932,56.3448275862069,7.103448275862069,21.586206896551722,10.724137931034482,16.482758620689655,7.310344827586207,23.896551724137932,11.724137931034482,9.96551724137931,5.517241379310345,4.413793103448276,valid,0.4241126070991432,0.32907348242811507,0.6506276150627615,31.20689655172414,1.1764705882352942,-0.5172413793103487,65.02549407113753,65.03,0.49,100.92,101.71,-0.8,49.06,valid
2024,1111,31.0,25.0,0.8064516129032258,77.12903225806451,11.56645130102249,68.12903225806451,12.706276494929247,28.70967741935484,60.483870967741936,6.32258064516129,18.838709677419356,13.387096774193548,19.548387096774192,9.35483870967742,27.903225806451612,14.0,10.161290322580646,5.967741935483871,6.516129032258065,valid,0.4746666666666667,0.33561643835616434,0.6848184818481848,37.25806451612903,1.3777777777777778,9.0,65.84825280425109,65.85,0.53,117.13,103.46,13.67,48.76,valid
2003,1112,28.0,25.0,0.8928571428571429,85.21428571428571,10.379313981673295,70.25,9.359586094045609,30.321428571428573,65.71428571428571,7.035714285714286,20.071428571428573,17.535714285714285,25.0,15.178571428571429,27.642857142857142,17.642857142857142,14.785714285714286,8.464285714285714,4.214285714285714,valid,0.46141304347826095,0.3505338078291815,0.7014285714285714,42.82142857142857,1.1932367149758454,14.964285714285708,70.3087907894022,70.31,0.51,121.2,99.92,21.28,58.19,valid
2004,1112,29.0,20.0,0.6896551724137931,87.51724137931035,12.816341938699013,78.41379310344827,10.196348230684322,31.517241379310345,65.0,7.379310344827586,19.20689655172414,17.103448275862068,21.75862068965517,13.89655172413793,25.689655172413794,18.896551724137932,14.96551724137931,6.9655172413793105,4.551724137931035,valid,0.48488063660477454,0.38420107719928187,0.786053882725832,39.58620689655172,1.262672811059908,9.103448275862078,72.1347079094389,72.13,0.54,121.32,108.7,12.62,59.96,valid
2005,1112,33.0,27.0,0.8181818181818182,79.66666666666667,13.746969362978396,69.54545454545455,10.515140599068653,29.12121212121212,61.84848484848485,6.848484848484849,17.03030303030303,14.575757575757576,18.727272727272727,13.727272727272727,23.272727272727273,16.575757575757574,14.848484848484848,8.242424242424242,3.5757575757575757,valid,0.47084762371386574,0.40213523131672596,0.7783171521035599,37.0,1.116326530612245,10.121212121212125,66.67335290110628,66.67,0.53,119.49,104.31,15.18,56.92,valid
2006,1112,31.0,19.0,0.6129032258064516,72.93548387096774,8.702242944095762,68.06451612903226,12.894276466378324,27.29032258064516,61.70967741935484,4.258064516129032,13.483870967741936,14.096774193548388,20.129032258064516,13.612903225806452,20.903225806451612,14.774193548387096,13.483870967741936,9.870967741935484,3.774193548387097,valid,0.4422373235755358,0.3157894736842105,0.7003205128205129,34.516129032258064,1.095693779904306,4.8709677419354875,66.42546793454224,66.43,0.48,109.8,102.47,7.33,54.14,valid
2007,1112,30.0,20.0,0.6666666666666666,78.46666666666667,12.207214750057558,72.5,11.834345108113542,27.5,57.3,5.6,16.333333333333332,17.866666666666667,23.966666666666665,12.366666666666667,25.166666666666668,16.2,13.733333333333333,6.0,3.2333333333333334,valid,0.4799301919720768,0.34285714285714286,0.74547983310153,37.53333333333333,1.1796116504854368,5.966666666666669,67.44828103443591,67.45,0.53,116.34,107.49,8.85,58.91,valid
2008,1112,32.0,18.0,0.5625,71.5625,10.426199938678058,66.78125,9.573937656892515,24.71875,51.96875,6.59375,16.65625,15.53125,20.90625,8.34375,22.6875,15.34375,12.21875,5.625,3.59375,valid,0.4756464221286831,0.39587242026266417,0.7428998505231689,31.03125,1.2557544757033248,4.78125,62.54835609803558,62.55,0.54,114.41,106.77,7.64,62.07,valid
2009,1112,32.0,19.0,0.59375,72.1875,13.945602844971509,68.4375,12.35480186131117,25.65625,54.0625,6.1875,15.65625,14.6875,20.0,11.09375,22.75,14.4375,12.59375,5.96875,3.0625,valid,0.4745664739884393,0.39520958083832336,0.734375,33.84375,1.1464019851116625,3.75,63.012739403083074,63.01,0.53,114.56,108.61,5.95,56.27,valid
2010,1112,31.0,16.0,0.5161290322580645,71.90322580645162,10.580972982070778,72.03225806451613,11.279727747801187,24.032258064516128,54.225806451612904,6.258064516129032,17.483870967741936,17.580645161290324,24.0,9.741935483870968,24.516129032258064,12.387096774193548,14.064516129032258,6.0,2.5161290322580645,valid,0.44318857822724567,0.35793357933579334,0.7325268817204301,34.25806451612903,0.8807339449541284,-0.12903225806451246,68.76482691377957,68.76,0.5,104.56,104.75,-0.19,51.54,valid
2011,1112,34.0,27.0,0.7941176470588235,76.52941176470588,11.051491861769906,67.47058823529412,13.122350339454156,25.41176470588235,54.0,7.9411764705882355,19.88235294117647,17.764705882352942,23.794117647058822,10.411764705882353,24.176470588235293,14.088235294117647,12.852941176470589,5.029411764705882,2.6470588235294117,valid,0.47058823529411764,0.3994082840236686,0.7466007416563659,34.588235294117645,1.0961098398169336,9.058823529411768,63.187519176771396,63.19,0.54,121.11,106.78,14.34,55.44,valid
2012,1112,34.0,23.0,0.6764705882352942,69.47058823529412,10.946800540237144,62.6764705882353,10.9204300843136,22.88235294117647,51.88235294117647,7.411764705882353,19.5,16.294117647058822,23.176470588235293,10.088235294117647,25.470588235294116,13.529411764705882,12.470588235294118,5.617647058823529,3.5,valid,0.4410430839002268,0.3800904977375566,0.7030456852791878,35.55882352941176,1.0849056603773586,6.794117647058819,61.650490686436214,61.65,0.51,112.68,101.66,11.02,59.13,valid
2013,1112,32.0,25.0,0.78125,73.28125,9.726035478499561,63.6875,10.750656394063842,25.03125,55.65625,7.65625,21.09375,15.5625,20.8125,11.53125,24.71875,13.84375,13.09375,6.9375,3.90625,valid,0.4497473329590118,0.362962962962963,0.7477477477477478,36.25,1.0572792362768497,9.59375,62.28826866935336,62.29,0.52,117.65,102.25,15.4,55.31,valid
2014,1112,34.0,30.0,0.8823529411764706,73.05882352941177,10.215677721093583,58.14705882352941,10.554712728649402,26.235294117647058,56.0,5.294117647058823,14.852941176470589,15.294117647058824,23.352941176470587,12.588235294117647,26.294117647058822,15.088235294117647,10.441176470588236,5.882352941176471,4.235294117647059,valid,0.4684873949579832,0.3564356435643564,0.6549118387909321,38.88235294117647,1.4450704225352111,14.911764705882355,58.78986187259223,58.79,0.52,124.27,98.91,25.36,57.51,valid
2015,1112,34.0,31.0,0.9117647058823529,76.44117647058823,12.038300434939055,58.61764705882353,9.32255234228739,26.705882352941178,54.55882352941177,5.0588235294117645,14.058823529411764,17.970588235294116,25.705882352941178,10.823529411764707,26.41176470588235,14.205882352941176,11.205882352941176,7.176470588235294,3.588235294117647,valid,0.4894878706199461,0.3598326359832636,0.6990846681922196,37.23529411764706,1.2677165354330708,17.823529411764703,59.528191546011115,59.53,0.54,128.41,98.47,29.94,53.19,valid
2016,1112,33.0,25.0,0.7575757575757576,81.21212121212122,10.913745850295784,69.0,13.209844813622912,28.060606060606062,58.24242424242424,6.515151515151516,17.03030303030303,18.575757575757574,25.696969696969695,11.636363636363637,28.606060606060606,14.515151515151516,12.818181818181818,4.909090909090909,4.787878787878788,valid,0.48178980228928203,0.38256227758007116,0.722877358490566,40.24242424242424,1.132387706855792,12.212121212121218,66.5876881501583,66.59,0.54,121.96,103.62,18.34,51.73,valid
2017,1112,34.0,30.0,0.8823529411764706,76.26470588235294,10.246385389357412,65.44117647058823,9.535233471806231,26.205882352941178,55.088235294117645,6.735294117647059,16.941176470588236,17.11764705882353,22.58823529411765,10.294117647058824,26.470588235294116,13.794117647058824,11.441176470588236,5.5,3.235294117647059,valid,0.4757074212493327,0.3975694444444444,0.7578124999999999,36.76470588235294,1.205655526992288,10.82352941176471,62.16349056509607,62.16,0.54,122.68,105.27,17.41,52.64,valid
2018,1112,34.0,27.0,0.7941176470588235,80.88235294117646,11.017244625784846,71.17647058823529,11.521970023671367,28.823529411764707,57.029411764705884,6.911764705882353,18.352941176470587,16.323529411764707,21.470588235294116,10.029411764705882,26.61764705882353,15.235294117647058,12.294117647058824,4.970588235294118,4.5588235294117645,valid,0.5054151624548736,0.37660256410256415,0.7602739726027398,36.64705882352941,1.2392344497607655,9.705882352941174,65.47302072042301,65.47,0.57,123.54,108.71,14.82,52.86,valid
2019,1112,32.0,17.0,0.53125,70.90625,12.565594025982474,68.90625,12.22466933387487,24.8125,58.15625,7.34375,21.84375,13.9375,19.375,10.125,24.71875,12.4375,11.59375,5.15625,2.28125,valid,0.42665233745298226,0.3361945636623748,0.7193548387096774,34.84375,1.0727762803234502,2.0,66.18585542069263,66.19,0.49,107.13,104.11,3.02,50.13,valid
2020,1112,32.0,21.0,0.65625,76.40625,13.492792281377017,65.3125,12.049461238123147,26.5625,59.53125,7.28125,20.65625,16.0,21.84375,10.90625,26.53125,15.375,11.875,6.75,3.71875,valid,0.4461942257217848,0.3524962178517398,0.7324749642346209,37.4375,1.2947368421052632,11.09375,64.79487610064362,64.79,0.51,117.92,100.8,17.12,57.88,valid
2021,1112,26.0,17.0,0.6538461538461539,75.42307692307692,10.147602975769507,68.57692307692308,10.800641006618363,25.653846153846153,57.38461538461539,6.6923076923076925,18.0,17.423076923076923,23.96153846153846,10.192307692307692,25.115384615384617,15.5,11.461538461538462,5.846153846153846,4.0,valid,0.4470509383378016,0.3717948717948718,0.7271268057784912,35.30769230769231,1.3523489932885906,6.84615384615384,65.51506734259233,65.52,0.51,115.12,104.67,10.45,60.42,valid
2022,1112,34.0,31.0,0.9117647058823529,84.55882352941177,10.990881003843219,67.52941176470588,9.792499585312335,30.441176470588236,61.38235294117647,7.764705882352941,21.91176470588235,15.911764705882353,21.558823529411764,10.441176470588236,28.352941176470587,19.91176470588235,12.941176470588236,6.705882352941177,5.705882352941177,valid,0.4959271681839962,0.35436241610738256,0.7380627557980901,38.794117647058826,1.5386363636363636,17.029411764705884,66.58136080615982,66.58,0.56,127.0,101.42,25.58,65.41,valid
2023,1112,34.0,28.0,0.8235294117647058,82.67647058823529,13.505824979537406,71.5,10.646524543177687,29.38235294117647,59.26470588235294,8.588235294117647,22.5,15.323529411764707,21.61764705882353,8.823529411764707,27.294117647058822,19.176470588235293,13.117647058823529,6.117647058823529,3.2058823529411766,valid,0.4957816377171216,0.38169934640522873,0.708843537414966,36.11764705882353,1.4618834080717489,11.17647058823529,68.26921332986245,68.27,0.57,121.1,104.73,16.37,65.27,valid
2024,1112,33.0,25.0,0.7575757575757576,87.93939393939394,13.40228383974956,72.24242424242425,12.7721139181967,31.545454545454547,64.51515151515152,7.818181818181818,21.060606060606062,17.03030303030303,23.696969696969695,11.545454545454545,27.454545454545453,18.575757575757574,11.757575757575758,8.272727272727273,3.484848484848485,valid,0.48896195396899955,0.3712230215827338,0.7186700767263428,39.0,1.5798969072164948,15.696969696969688,68.58688553640876,68.59,0.55,128.22,105.33,22.89,58.89,valid
2003,1113,29.0,18.0,0.6206896551724138,75.96551724137932,11.968657755692844,69.17241379310344,12.711268806842334,27.20689655172414,56.89655172413793,4.0,12.586206896551724,17.551724137931036,26.20689655172414,13.689655172413794,23.310344827586206,15.551724137931034,14.0,5.206896551724138,4.241379310344827,valid,0.4781818181818182,0.31780821917808216,0.6697368421052632,37.0,1.1108374384236452,6.793103448275872,66.51239476785601,66.51,0.51,114.21,104.0,10.21,57.16,valid
2004,1113,27.0,10.0,0.37037037037037035,74.07407407407408,11.999762580747257,76.5925925925926,12.083871193452161,23.925925925925927,55.48148148148148,5.962962962962963,17.703703703703702,20.25925925925926,27.555555555555557,12.11111111111111,23.48148148148148,15.777777777777779,15.11111111111111,5.555555555555555,3.185185185185185,valid,0.43124165554072097,0.3368200836820084,0.7352150537634409,35.592592592592595,1.0441176470588236,-2.518518518518519,71.31790674991328,71.32,0.48,103.86,107.4,-3.53,65.94,valid
2005,1113,31.0,18.0,0.5806451612903226,75.96774193548387,10.064736694577894,71.64516129032258,14.444256960459574,25.870967741935484,57.225806451612904,6.903225806451613,19.451612903225808,17.322580645161292,24.225806451612904,12.806451612903226,23.806451612903224,16.451612903225808,14.67741935483871,6.387096774193548,3.6451612903225805,valid,0.45208568207440814,0.3548922056384743,0.715046604527297,36.61290322580645,1.120879120879121,4.322580645161295,67.87106789270061,67.87,0.51,111.93,105.56,6.37,63.59,valid
2006,1113,28.0,11.0,0.39285714285714285,67.07142857142857,10.998075829783676,69.92857142857143,12.286483303112899,23.392857142857142,54.285714285714285,5.642857142857143,14.928571428571429,14.642857142857142,20.285714285714285,11.071428571428571,22.035714285714285,14.392857142857142,15.071428571428571,6.428571428571429,3.2142857142857144,valid,0.4309210526315789,0.3779904306220096,0.721830985915493,33.107142857142854,0.9549763033175356,-2.857142857142861,67.83195712462361,67.83,0.48,98.88,103.09,-4.21,61.53,valid
2007,1113,29.0,7.0,0.2413793103448276,58.13793103448276,7.931511015883032,62.10344827586207,9.839224808265445,20.896551724137932,51.206896551724135,6.413793103448276,20.517241379310345,9.931034482758621,15.03448275862069,11.827586206896552,20.655172413793103,12.862068965517242,14.275862068965518,5.862068965517241,2.0,valid,0.40808080808080816,0.3126050420168067,0.6605504587155964,32.48275862068965,0.9009661835748792,-3.9655172413793096,61.723025661713535,61.72,0.47,94.19,100.62,-6.42,61.55,valid
2008,1113,31.0,19.0,0.6129032258064516,67.25806451612904,14.25474831283827,62.32258064516129,12.408027231794192,22.806451612903224,49.0,7.064516129032258,19.838709677419356,14.580645161290322,19.677419354838708,8.129032258064516,22.096774193548388,14.419354838709678,12.774193548387096,7.193548387096774,3.096774193548387,valid,0.46543778801843316,0.35609756097560974,0.740983606557377,30.225806451612904,1.128787878787879,4.935483870967751,59.82869473710803,59.83,0.54,112.42,104.17,8.25,63.22,valid
2009,1113,33.0,24.0,0.7272727272727273,69.54545454545455,11.840320173803658,60.06060606060606,12.280419867464309,23.78787878787879,49.39393939393939,8.090909090909092,22.09090909090909,13.878787878787879,18.757575757575758,8.424242424242424,22.90909090909091,15.606060606060606,11.515151515151516,5.909090909090909,2.090909090909091,valid,0.48159509202453993,0.36625514403292186,0.7399030694668821,31.333333333333336,1.3552631578947367,9.484848484848484,56.88297943787248,56.88,0.56,122.26,105.59,16.67,65.61,valid
2010,1113,32.0,22.0,0.6875,66.75,13.387524283885089,58.46875,12.508021619693084,22.5625,50.03125,8.1875,22.25,13.4375,18.9375,8.6875,23.1875,13.875,11.65625,6.65625,2.5,valid,0.4509681449094316,0.36797752808988765,0.7095709570957096,31.875,1.1903485254691688,8.28125,57.452293266086286,57.45,0.53,116.18,101.77,14.41,61.5,valid
2011,1113,31.0,12.0,0.3870967741935484,63.96774193548387,9.354085991222382,66.87096774193549,10.32389440564581,23.193548387096776,54.0,7.741935483870968,22.06451612903226,9.838709677419354,15.67741935483871,9.35483870967742,22.612903225806452,14.935483870967742,12.225806451612904,6.32258064516129,3.7096774193548385,valid,0.42951015531660697,0.3508771929824561,0.6275720164609053,31.967741935483872,1.2216358839050132,-2.9032258064516157,64.27698214682226,64.28,0.5,99.52,104.04,-4.52,64.39,valid
2012,1113,31.0,10.0,0.3225806451612903,61.0,11.177358065899714,66.3225806451613,7.951465679458906,21.096774193548388,46.41935483870968,5.838709677419355,16.032258064516128,12.96774193548387,19.161290322580644,8.451612903225806,23.0,12.161290322580646,16.29032258064516,5.580645161290323,3.967741935483871,valid,0.45448227936066715,0.36418511066398396,0.6767676767676768,31.451612903225808,0.7465346534653466,-5.322580645161295,65.84585086293133,65.85,0.52,92.64,100.72,-8.08,57.65,valid
2013,1113,33.0,21.0,0.6363636363636364,71.0,12.61942946412396,66.84848484848484,12.452713590120657,25.757575757575758,56.333333333333336,7.090909090909091,20.78787878787879,12.393939393939394,19.606060606060606,9.454545454545455,26.393939393939394,14.030303030303031,12.272727272727273,6.393939393939394,6.151515151515151,valid,0.457235072619688,0.3411078717201166,0.6321483771251932,35.84848484848485,1.14320987654321,4.151515151515156,65.83728409305874,65.84,0.52,107.84,101.54,6.31,54.47,valid
2014,1113,32.0,21.0,0.65625,75.03125,10.935247463901959,68.875,12.328173869950971,25.28125,56.125,8.125,21.03125,16.34375,23.5625,8.4375,27.1875,14.1875,11.46875,5.15625,5.65625,valid,0.45044543429844097,0.3863298662704309,0.6936339522546419,35.625,1.237057220708447,6.15625,66.3632998226479,66.36,0.52,113.06,103.78,9.28,56.12,valid
2015,1113,32.0,17.0,0.53125,69.4375,12.024001534565176,66.4375,13.297920041094951,23.625,53.15625,6.8125,19.5625,15.375,23.0,10.71875,23.875,12.9375,13.875,5.90625,2.28125,valid,0.4444444444444444,0.34824281150159747,0.6684782608695652,34.59375,0.9324324324324325,3.0,65.00532668739436,65.01,0.51,106.82,102.2,4.62,54.76,valid
2016,1113,32.0,15.0,0.46875,73.28125,10.448751661816951,73.96875,11.71567567200513,24.875,59.96875,7.9375,23.625,15.59375,22.6875,12.3125,24.46875,12.65625,12.0,5.3125,2.6875,valid,0.41479937467430955,0.335978835978836,0.6873278236914601,36.78125,1.0546875,-0.6875,68.79500591199846,68.8,0.48,106.52,107.52,-1.0,50.88,valid
2017,1113,33.0,15.0,0.45454545454545453,78.57575757575758,15.614557116338396,81.66666666666667,12.86629964934233,26.90909090909091,62.03030303030303,9.93939393939394,27.151515151515152,14.818181818181818,19.78787878787879,9.212121212121213,23.424242424242426,13.030303030303031,10.424242424242424,5.878787878787879,3.212121212121212,valid,0.4338055691255496,0.36607142857142855,0.7488514548238897,32.63636363636364,1.2500000000000002,-3.0909090909090935,71.13435040738219,71.13,0.51,110.46,114.81,-4.35,48.42,valid
2018,1113,31.0,20.0,0.6451612903225806,83.51612903225806,10.102379151275649,75.3225806451613,10.215632128505122,27.967741935483872,60.25806451612903,8.935483870967742,24.548387096774192,18.64516129032258,25.258064516129032,9.903225806451612,25.322580645161292,14.161290322580646,10.709677419354838,6.580645161290323,3.5806451612903225,valid,0.46413276231263384,0.3639947437582129,0.7381864623243933,35.225806451612904,1.3222891566265063,8.193548387096769,67.8572025359565,67.86,0.54,123.08,111.0,12.07,50.63,valid
2019,1113,32.0,22.0,0.6875,77.8125,10.626921078699288,73.0625,10.892250870791495,26.59375,59.46875,7.25,21.25,17.375,25.90625,12.15625,27.8125,13.59375,13.59375,6.21875,3.21875,valid,0.44718864950078824,0.3411764705882353,0.6706875753920386,39.96875,1.0,4.75,70.50659909144002,70.51,0.51,110.36,103.63,6.74,51.12,valid
2020,1113,31.0,20.0,0.6451612903225806,73.80645161290323,12.61591416911912,70.45161290322581,10.394994659858876,26.322580645161292,61.41935483870968,7.32258064516129,22.677419354838708,13.838709677419354,19.903225806451612,10.096774193548388,26.0,11.129032258064516,13.225806451612904,8.03225806451613,3.3548387096774195,valid,0.4285714285714286,0.3229018492176387,0.6952998379254457,36.096774193548384,0.8414634146341463,3.3548387096774235,70.46351093744676,70.46,0.49,104.74,99.98,4.76,42.28,valid
2021,1113,25.0,11.0,0.44,74.32,10.660362720533165,77.08,9.050414355155235,26.24,60.6,7.16,21.48,14.68,20.16,6.6,21.88,13.08,10.76,7.28,3.28,valid,0.433003300330033,0.3333333333333333,0.7281746031746031,28.479999999999997,1.2156133828996283,-2.760000000000005,72.22054475559682,72.22,0.49,102.91,106.73,-3.82,49.85,valid
2022,1113,31.0,14.0,0.45161290322580644,65.38709677419355,11.867820410265843,67.2258064516129,11.740839485656762,25.0,60.41935483870968,6.903225806451613,22.483870967741936,8.483870967741936,12.838709677419354,7.548387096774194,24.129032258064516,13.35483870967742,11.580645161290322,6.67741935483871,4.225806451612903,valid,0.41377469300587294,0.30703012912482064,0.6608040201005025,31.67741935483871,1.1532033426183845,-1.8387096774193452,69.06219431635213,69.06,0.47,94.68,97.34,-2.66,53.42,valid
2023,1113,34.0,22.0,0.6470588235294118,70.32352941176471,9.606565268434121,67.70588235294117,9.675114631737175,25.0,60.470588235294116,7.5,23.91176470588235,12.823529411764707,18.61764705882353,9.352941176470589,23.705882352941178,14.235294117647058,11.529411764705882,7.264705882352941,4.676470588235294,valid,0.4134241245136187,0.31365313653136534,0.688783570300158,33.05882352941177,1.2346938775510203,2.617647058823536,67.43053584537893,67.43,0.48,104.29,100.41,3.88,56.94,valid
